PID,RT,modality,stim
335,1102,Audiovisual,kale
335,1271,Audiovisual,top
335,1161,Audiovisual,budge
335,734,Audiovisual,hitch
335,1612,Audiovisual,hut
335,1105,Audiovisual,pool
335,1509,Audiovisual,calm
335,994,Audiovisual,cage
335,1015,Audiovisual,shun
335,1013,Audiovisual,peeve
335,1140,Audiovisual,pile
335,1244,Audiovisual,tip
335,851,Audiovisual,hip
335,1278,Audiovisual,toil
335,980,Audiovisual,myth
335,1179,Audiovisual,peace
335,866,Audiovisual,pet
335,1385,Audiovisual,chin
335,1228,Audiovisual,hike
335,1476,Audiovisual,weep
335,1332,Audiovisual,soar
335,1149,Audiovisual,give
335,1029,Audiovisual,not
335,1358,Audiovisual,dog
335,1150,Audiovisual,lop
335,1198,Audiovisual,tag
335,1323,Audiovisual,job
335,1161,Audiovisual,need
335,1377,Audiovisual,hive
335,1309,Audiovisual,folk
335,1103,Audiovisual,rash
335,1215,Audiovisual,sage
335,1495,Audiovisual,sob
335,1385,Audiovisual,thug
335,1112,Audiovisual,lad
335,1363,Audiovisual,leaf
335,1161,Audiovisual,goal
335,1070,Audiovisual,pour
335,1311,Audiovisual,luge
335,860,Audiovisual,vice
335,1722,Audiovisual,jam
335,1518,Audiovisual,doubt
335,1108,Audiovisual,sod
335,1194,Audiovisual,gang
335,1684,Audiovisual,gag
335,873,Audiovisual,pen
335,943,Audiovisual,booze
335,1427,Audiovisual,gal
335,1135,Audiovisual,cell
335,1233,Audiovisual,days
337,1300,Audiovisual,ridge
337,1239,Audiovisual,pouch
337,1121,Audiovisual,tone
337,766,Audiovisual,wrote
337,1106,Audiovisual,leak
337,1085,Audiovisual,pod
337,880,Audiovisual,than
337,1036,Audiovisual,tub
337,1327,Audiovisual,town
337,1120,Audiovisual,vogue
337,958,Audiovisual,game
337,1100,Audiovisual,rut
337,1019,Audiovisual,whale
337,1121,Audiovisual,bake
337,778,Audiovisual,guile
337,1125,Audiovisual,wort
337,945,Audiovisual,siege
337,1126,Audiovisual,shear
337,1143,Audiovisual,vine
337,1125,Audiovisual,mole
337,1031,Audiovisual,raid
337,1198,Audiovisual,hit
337,1153,Audiovisual,balk
337,1178,Audiovisual,sack
337,1059,Audiovisual,seen
337,865,Audiovisual,hose
337,1108,Audiovisual,choke
337,1193,Audiovisual,dime
337,808,Audiovisual,hoof
337,1358,Audiovisual,cope
337,1233,Audiovisual,night
337,1141,Audiovisual,guide
337,771,Audiovisual,hair
337,1048,Audiovisual,face
337,1176,Audiovisual,hall
337,1181,Audiovisual,talk
337,1091,Audiovisual,wet
337,1090,Audiovisual,rag
337,1082,Audiovisual,gel
337,845,Audiovisual,mum
337,856,Audiovisual,wife
337,1088,Audiovisual,beak
337,865,Audiovisual,ref
337,1034,Audiovisual,fake
337,1074,Audiovisual,rear
337,1113,Audiovisual,notch
337,1041,Audiovisual,chalk
337,1480,Audiovisual,lobe
337,1333,Audiovisual,hug
337,1164,Audiovisual,does
337,1069,Audiovisual,like
337,729,Audiovisual,mass
337,831,Audiovisual,bomb
337,798,Audiovisual,birth
337,1065,Audiovisual,bash
337,1294,Audiovisual,height
337,1256,Audiovisual,sane
337,1136,Audiovisual,dawn
337,769,Audiovisual,toll
337,1235,Audiovisual,dove
337,953,Audiovisual,wool
337,1125,Audiovisual,lab
337,900,Audiovisual,ping
337,1180,Audiovisual,wave
337,1012,Audiovisual,bath
337,1000,Audiovisual,same
337,1317,Audiovisual,touch
337,961,Audiovisual,lace
337,948,Audiovisual,fawn
337,1195,Audiovisual,neck
337,773,Audiovisual,dash
337,1043,Audiovisual,batch
337,1255,Audiovisual,goon
337,1130,Audiovisual,mitt
337,1253,Audiovisual,heed
337,1315,Audiovisual,tech
337,1419,Audiovisual,mob
337,1255,Audiovisual,cheek
337,1152,Audiovisual,ship
337,1139,Audiovisual,rang
337,1233,Audiovisual,such
337,789,Audiovisual,peat
337,1336,Audiovisual,sap
337,1144,Audiovisual,line
337,1224,Audiovisual,well
337,906,Audiovisual,nose
337,1280,Audiovisual,theme
337,1273,Audiovisual,bathe
337,1029,Audiovisual,bin
337,1239,Audiovisual,tight
337,923,Audiovisual,core
337,945,Audiovisual,sail
337,1320,Audiovisual,mat
337,1152,Audiovisual,cub
337,1229,Audiovisual,lawn
337,1117,Audiovisual,bar
337,1176,Audiovisual,tease
337,862,Audiovisual,latch
337,982,Audiovisual,pitch
337,698,Audiovisual,botch
337,1066,Audiovisual,nod
337,1278,Audiovisual,dig
337,877,Audiovisual,none
337,940,Audiovisual,sock
337,1191,Audiovisual,sang
337,1281,Audiovisual,vile
337,1123,Audiovisual,not
337,934,Audiovisual,pet
337,1226,Audiovisual,goal
337,747,Audiovisual,peeve
337,1137,Audiovisual,rib
337,1229,Audiovisual,hive
337,1026,Audiovisual,pen
337,1017,Audiovisual,wick
337,993,Audiovisual,booze
337,1044,Audiovisual,moot
337,754,Audiovisual,hike
337,702,Audiovisual,pool
337,981,Audiovisual,lone
337,1042,Audiovisual,dodge
337,1049,Audiovisual,dire
337,995,Audiovisual,myth
337,1233,Audiovisual,noon
337,1035,Audiovisual,tag
337,944,Audiovisual,chase
337,1024,Audiovisual,roof
337,1071,Audiovisual,those
337,1047,Audiovisual,sod
337,1131,Audiovisual,tip
337,1165,Audiovisual,cash
337,1052,Audiovisual,toil
337,1308,Audiovisual,sob
337,1211,Audiovisual,shown
337,680,Audiovisual,moon
337,828,Audiovisual,wedge
337,969,Audiovisual,peace
337,708,Audiovisual,kale
337,1161,Audiovisual,hitch
337,1180,Audiovisual,deck
337,1096,Audiovisual,mill
337,756,Audiovisual,shim
337,1079,Audiovisual,rake
337,698,Audiovisual,kid
337,958,Audiovisual,doubt
337,1103,Audiovisual,young
337,974,Audiovisual,sip
337,1129,Audiovisual,gal
337,1007,Audiovisual,top
337,1213,Audiovisual,jeer
337,1126,Audiovisual,vice
337,764,Audiovisual,seem
337,1164,Audiovisual,will
337,922,Audiovisual,shade
337,944,Audiovisual,shave
337,1076,Audiovisual,weep
337,1013,Audiovisual,hip
337,1113,Audiovisual,teach
337,963,Audiovisual,pile
337,798,Audiovisual,shun
337,882,Audiovisual,won
337,1209,Audiovisual,hut
337,1215,Audiovisual,juke
337,940,Audiovisual,perch
337,1108,Audiovisual,pour
337,1085,Audiovisual,writhe
337,679,Audiovisual,couch
337,943,Audiovisual,peep
337,1406,Audiovisual,thine
337,1138,Audiovisual,meek
337,1074,Audiovisual,bear
337,990,Audiovisual,yawn
337,1054,Audiovisual,lad
337,1264,Audiovisual,leaf
337,1131,Audiovisual,calm
337,1116,Audiovisual,cot
337,809,Audiovisual,half
337,1058,Audiovisual,shed
337,623,Audiovisual,need
337,1250,Audiovisual,sown
337,1069,Audiovisual,jowl
337,992,Audiovisual,wage
337,1133,Audiovisual,right
337,1031,Audiovisual,lied
337,712,Audiovisual,give
337,643,Audiovisual,take
337,1103,Audiovisual,luge
337,1303,Audiovisual,sheath
337,1017,Audiovisual,loud
337,859,Audiovisual,sash
337,995,Audiovisual,chewed
337,1011,Audiovisual,lop
337,1072,Audiovisual,cab
337,1063,Audiovisual,van
337,734,Audiovisual,beat
337,1026,Audiovisual,shut
337,887,Audiovisual,sit
337,889,Audiovisual,wipe
337,1060,Audiovisual,dog
337,828,Audiovisual,gave
337,1108,Audiovisual,judge
337,1152,Audiovisual,these
337,774,Audiovisual,vague
337,889,Audiovisual,late
337,1076,Audiovisual,nerve
337,1146,Audiovisual,fad
337,1015,Audiovisual,wed
337,816,Audiovisual,cone
337,1082,Audiovisual,song
337,726,Audiovisual,rash
337,1310,Audiovisual,thug
337,1063,Audiovisual,room
337,673,Audiovisual,days
337,724,Audiovisual,yolk
338,872,Audiovisual,goose
338,1259,Audiovisual,mole
338,653,Audiovisual,mass
338,1157,Audiovisual,talk
338,1364,Audiovisual,hit
338,761,Audiovisual,mob
338,1155,Audiovisual,toll
338,1158,Audiovisual,sap
338,1158,Audiovisual,sang
338,1372,Audiovisual,lawn
338,1805,Audiovisual,same
338,1173,Audiovisual,tight
338,1687,Audiovisual,ping
338,1210,Audiovisual,lobe
338,1940,Audiovisual,fawn
338,1466,Audiovisual,bake
338,1318,Audiovisual,sack
338,1384,Audiovisual,fate
338,1081,Audiovisual,dig
338,1310,Audiovisual,ship
338,1456,Audiovisual,goon
338,1390,Audiovisual,town
338,1208,Audiovisual,dime
338,1481,Audiovisual,gel
338,1116,Audiovisual,tout
338,1089,Audiovisual,duke
338,1256,Audiovisual,raid
338,1110,Audiovisual,hair
338,700,Audiovisual,yen
338,824,Audiovisual,wrote
338,1395,Audiovisual,hone
338,1251,Audiovisual,zing
338,1185,Audiovisual,hoof
338,1248,Audiovisual,like
338,1529,Audiovisual,theme
338,1334,Audiovisual,ref
338,1476,Audiovisual,cope
338,1177,Audiovisual,beak
338,1142,Audiovisual,name
338,1325,Audiovisual,ridge
338,1423,Audiovisual,whale
338,1090,Audiovisual,wet
338,1198,Audiovisual,batch
338,949,Audiovisual,rag
338,1307,Audiovisual,mitt
338,1378,Audiovisual,lab
338,1129,Audiovisual,neck
338,1079,Audiovisual,than
338,1748,Audiovisual,gore
338,815,Audiovisual,touch
338,1230,Audiovisual,balk
338,933,Audiovisual,vogue
338,1134,Audiovisual,mum
338,588,Audiovisual,pouch
338,635,Audiovisual,tone
338,775,Audiovisual,dove
338,698,Audiovisual,wool
338,997,Audiovisual,guide
338,1190,Audiovisual,height
338,1462,Audiovisual,cub
338,870,Audiovisual,fake
338,1365,Audiovisual,bomb
338,750,Audiovisual,pod
338,1977,Audiovisual,none
338,1170,Audiovisual,rut
338,1051,Audiovisual,bin
338,1513,Audiovisual,game
338,887,Audiovisual,line
338,976,Audiovisual,face
338,959,Audiovisual,sane
338,993,Audiovisual,date
338,1154,Audiovisual,wren
338,1125,Audiovisual,heed
338,1003,Audiovisual,sock
338,603,Audiovisual,kneel
338,873,Audiovisual,chirp
338,862,Audiovisual,wife
338,589,Audiovisual,doze
338,1455,Audiovisual,mat
338,847,Audiovisual,hem
338,1472,Audiovisual,kite
338,663,Audiovisual,weed
338,1270,Audiovisual,core
338,1059,Audiovisual,siege
338,1497,Audiovisual,lamb
338,732,Audiovisual,had
338,446,Audiovisual,tub
338,819,Audiovisual,pitch
338,618,Audiovisual,mall
338,553,Audiovisual,tease
338,562,Audiovisual,leak
338,1098,Audiovisual,wave
338,592,Audiovisual,notch
338,591,Audiovisual,vine
338,502,Audiovisual,bathe
338,949,Audiovisual,shear
338,1155,Audiovisual,vile
338,1030,Audiovisual,night
338,500,Audiovisual,niece
338,957,Audiovisual,leave
338,938,Audiovisual,hug
338,559,Audiovisual,boat
338,552,Audiovisual,lace
338,529,Audiovisual,seen
338,542,Audiovisual,hall
338,1752,Audiovisual,chalk
338,1276,Audiovisual,hose
338,939,Audiovisual,rang
338,1224,Audiovisual,nose
338,798,Audiovisual,side
338,1149,Audiovisual,nod
338,1057,Audiovisual,bath
338,614,Audiovisual,bash
338,627,Audiovisual,dawn
338,936,Audiovisual,such
338,1134,Audiovisual,sail
338,1578,Audiovisual,dash
338,505,Audiovisual,womb
338,885,Audiovisual,wort
338,918,Audiovisual,rear
338,1091,Audiovisual,shore
338,943,Audiovisual,cheek
338,822,Audiovisual,latch
338,1013,Audiovisual,choke
338,605,Audiovisual,gain
338,524,Audiovisual,bush
338,861,Audiovisual,bar
338,1306,Audiovisual,hutch
338,1158,Audiovisual,botch
338,1081,Audiovisual,guile
338,828,Audiovisual,does
338,1018,Audiovisual,hut
338,959,Audiovisual,moon
338,577,Audiovisual,teach
338,1026,Audiovisual,peace
338,980,Audiovisual,pile
338,971,Audiovisual,days
338,913,Audiovisual,cab
338,663,Audiovisual,juke
338,613,Audiovisual,yolk
338,906,Audiovisual,hip
338,525,Audiovisual,cite
338,1359,Audiovisual,cheat
338,826,Audiovisual,sod
338,850,Audiovisual,jeer
338,880,Audiovisual,tough
338,823,Audiovisual,fad
338,1023,Audiovisual,sash
338,717,Audiovisual,give
338,785,Audiovisual,noon
338,821,Audiovisual,chewed
338,799,Audiovisual,kid
338,710,Audiovisual,rose
338,981,Audiovisual,gawk
338,573,Audiovisual,bear
338,543,Audiovisual,cell
338,553,Audiovisual,lone
338,889,Audiovisual,pour
338,507,Audiovisual,shown
338,985,Audiovisual,shun
338,1185,Audiovisual,will
338,924,Audiovisual,shade
338,526,Audiovisual,peep
338,1043,Audiovisual,vice
338,840,Audiovisual,jam
338,582,Audiovisual,calm
338,433,Audiovisual,curl
338,548,Audiovisual,wick
338,1305,Audiovisual,pen
338,1327,Audiovisual,writhe
338,540,Audiovisual,shut
338,546,Audiovisual,soar
338,520,Audiovisual,lad
338,406,Audiovisual,jug
338,367,Audiovisual,cone
338,344,Audiovisual,van
338,950,Audiovisual,need
338,436,Audiovisual,young
338,936,Audiovisual,yawn
338,979,Audiovisual,wage
338,866,Audiovisual,hiss
338,1198,Audiovisual,sip
338,792,Audiovisual,roof
338,958,Audiovisual,fudge
338,883,Audiovisual,top
338,615,Audiovisual,wedge
338,895,Audiovisual,folk
338,578,Audiovisual,song
338,1000,Audiovisual,shave
338,952,Audiovisual,gal
338,932,Audiovisual,thine
338,504,Audiovisual,perch
338,531,Audiovisual,gang
338,1399,Audiovisual,booze
338,971,Audiovisual,seem
338,577,Audiovisual,shed
338,834,Audiovisual,weep
338,1353,Audiovisual,mill
338,813,Audiovisual,rash
338,523,Audiovisual,myth
338,465,Audiovisual,lied
338,502,Audiovisual,late
338,310,Audiovisual,cage
338,978,Audiovisual,thug
338,539,Audiovisual,sheath
338,931,Audiovisual,beat
338,748,Audiovisual,chase
338,865,Audiovisual,won
338,863,Audiovisual,moot
338,568,Audiovisual,room
338,999,Audiovisual,dull
338,762,Audiovisual,couch
338,1134,Audiovisual,dire
338,874,Audiovisual,leaf
338,604,Audiovisual,dodge
338,450,Audiovisual,jowl
338,830,Audiovisual,half
338,540,Audiovisual,chin
338,572,Audiovisual,deck
338,764,Audiovisual,these
338,493,Audiovisual,cuff
338,884,Audiovisual,hike
338,466,Audiovisual,rib
338,491,Audiovisual,luge
338,410,Audiovisual,wipe
338,1386,Audiovisual,rule
338,499,Audiovisual,vague
338,1481,Audiovisual,rake
338,921,Audiovisual,right
338,1081,Audiovisual,goal
338,1229,Audiovisual,perm
338,574,Audiovisual,pool
338,602,Audiovisual,pet
338,990,Audiovisual,gig
338,957,Audiovisual,sown
338,1475,Audiovisual,toil
338,1125,Audiovisual,lop
338,1031,Audiovisual,hive
338,1376,Audiovisual,shim
338,1040,Audiovisual,loud
338,589,Audiovisual,gave
338,663,Audiovisual,tag
338,493,Audiovisual,peeve
338,823,Audiovisual,meek
338,848,Audiovisual,hitch
338,1014,Audiovisual,judge
338,550,Audiovisual,dog
338,532,Audiovisual,wed
338,891,Audiovisual,take
338,854,Audiovisual,doubt
338,1005,Audiovisual,sob
338,832,Audiovisual,sage
338,518,Audiovisual,rook
338,798,Audiovisual,gag
338,745,Audiovisual,cot
338,1032,Audiovisual,sit
338,1035,Audiovisual,not
338,867,Audiovisual,nerve
338,505,Audiovisual,kale
338,539,Audiovisual,job
338,846,Audiovisual,roach
338,501,Audiovisual,dim
338,846,Audiovisual,tip
338,858,Audiovisual,those
340,1429,Audiovisual,sage
340,1314,Audiovisual,shut
340,1344,Audiovisual,jowl
340,1270,Audiovisual,shade
340,1299,Audiovisual,mill
340,1334,Audiovisual,gal
340,1210,Audiovisual,vague
340,1323,Audiovisual,noon
340,961,Audiovisual,wedge
340,1202,Audiovisual,dog
340,1220,Audiovisual,chase
340,1739,Audiovisual,myth
340,801,Audiovisual,teach
340,1064,Audiovisual,budge
340,1109,Audiovisual,soar
340,1385,Audiovisual,sip
340,1117,Audiovisual,sheath
340,1067,Audiovisual,cone
340,1600,Audiovisual,not
340,1227,Audiovisual,loud
340,1227,Audiovisual,pool
340,983,Audiovisual,curl
340,918,Audiovisual,late
340,961,Audiovisual,moot
340,1236,Audiovisual,sit
340,1294,Audiovisual,roof
340,1308,Audiovisual,take
340,1153,Audiovisual,cot
340,1485,Audiovisual,thine
340,1297,Audiovisual,lop
340,1165,Audiovisual,peeve
340,1315,Audiovisual,rib
340,1518,Audiovisual,cell
340,1081,Audiovisual,pen
340,832,Audiovisual,weep
340,1228,Audiovisual,lad
340,876,Audiovisual,hive
340,1165,Audiovisual,kid
340,1200,Audiovisual,dull
340,1622,Audiovisual,hut
340,1597,Audiovisual,days
340,1479,Audiovisual,wick
340,1461,Audiovisual,job
340,1455,Audiovisual,luge
340,1057,Audiovisual,jug
340,1495,Audiovisual,dodge
340,1417,Audiovisual,rose
340,1577,Audiovisual,sob
340,1519,Audiovisual,lied
340,1320,Audiovisual,hike
340,1466,Audiovisual,cite
340,1397,Audiovisual,sod
340,1138,Audiovisual,jeer
340,1846,Audiovisual,roach
340,1335,Audiovisual,chewed
340,1303,Audiovisual,shed
340,990,Audiovisual,won
340,1532,Audiovisual,cab
340,1441,Audiovisual,nerve
340,1312,Audiovisual,pile
340,1210,Audiovisual,seem
340,827,Audiovisual,lone
340,1116,Audiovisual,gag
340,1078,Audiovisual,hip
340,1369,Audiovisual,song
340,1651,Audiovisual,jam
340,1092,Audiovisual,peace
340,971,Audiovisual,van
340,1401,Audiovisual,gawk
340,1365,Audiovisual,fad
340,1396,Audiovisual,young
340,1055,Audiovisual,bear
340,1303,Audiovisual,chin
340,1077,Audiovisual,tip
340,1116,Audiovisual,cage
340,1555,Audiovisual,room
340,1010,Audiovisual,moon
340,1418,Audiovisual,tag
340,1058,Audiovisual,top
340,1272,Audiovisual,juke
340,1186,Audiovisual,fudge
340,1726,Audiovisual,shun
340,1300,Audiovisual,gnat
340,1356,Audiovisual,phase
340,1493,Audiovisual,peach
340,1254,Audiovisual,maim
340,1421,Audiovisual,shop
340,1176,Audiovisual,dive
340,975,Audiovisual,south
340,1058,Audiovisual,lug
340,1642,Audiovisual,moth
340,1776,Audiovisual,coat
340,1255,Audiovisual,ring
340,1060,Audiovisual,wrath
340,1473,Audiovisual,sing
340,1548,Audiovisual,gnome
340,1369,Audiovisual,pick
340,1441,Audiovisual,load
340,1382,Audiovisual,tar
340,1405,Audiovisual,big
340,1134,Audiovisual,tall
340,1237,Audiovisual,hack
340,1486,Audiovisual,tap
340,1153,Audiovisual,bit
340,1477,Audiovisual,ball
340,1432,Audiovisual,doug
340,1508,Audiovisual,tail
340,1544,Audiovisual,get
340,1416,Audiovisual,miss
340,1404,Audiovisual,let
340,1540,Audiovisual,safe
340,1099,Audiovisual,hush
340,1438,Audiovisual,ties
340,992,Audiovisual,pup
340,1518,Audiovisual,curt
340,1274,Audiovisual,gown
340,1666,Audiovisual,pan
340,1280,Audiovisual,might
340,1045,Audiovisual,web
340,1028,Audiovisual,rack
340,1578,Audiovisual,knit
340,1169,Audiovisual,jewel
340,1075,Audiovisual,worth
340,1334,Audiovisual,louse
340,1256,Audiovisual,czar
340,1408,Audiovisual,bud
340,1329,Audiovisual,yak
340,1173,Audiovisual,hurt
340,1641,Audiovisual,fed
340,1364,Audiovisual,verge
340,1538,Audiovisual,gall
340,1460,Audiovisual,their
340,1194,Audiovisual,poise
340,1352,Audiovisual,fame
340,1392,Audiovisual,base
340,1292,Audiovisual,mail
340,1343,Audiovisual,bag
340,1327,Audiovisual,burp
340,1311,Audiovisual,beg
340,1084,Audiovisual,rise
340,1016,Audiovisual,peace
340,1166,Audiovisual,shack
340,1074,Audiovisual,bog
340,1040,Audiovisual,hate
340,1189,Audiovisual,ran
340,1378,Audiovisual,gem
340,1377,Audiovisual,verse
340,1435,Audiovisual,foul
340,1255,Audiovisual,shook
340,1429,Audiovisual,booth
340,1153,Audiovisual,tote
340,1643,Audiovisual,home
340,1310,Audiovisual,head
340,1079,Audiovisual,nape
340,1334,Audiovisual,jar
340,1199,Audiovisual,dip
340,989,Audiovisual,ghoul
340,876,Audiovisual,fight
340,1317,Audiovisual,hat
340,1346,Audiovisual,fuzz
340,1144,Audiovisual,gab
340,956,Audiovisual,cheap
340,1541,Audiovisual,yam
340,1310,Audiovisual,bide
340,1473,Audiovisual,math
340,1577,Audiovisual,catch
340,1583,Audiovisual,fern
340,1238,Audiovisual,fetch
340,752,Audiovisual,goof
340,1007,Audiovisual,lore
340,1184,Audiovisual,vet
340,1118,Audiovisual,rude
340,1333,Audiovisual,rogue
340,1273,Audiovisual,but
340,1196,Audiovisual,mud
340,1397,Audiovisual,vane
340,1020,Audiovisual,cup
340,1258,Audiovisual,hid
341,1098,Audiovisual,cite
341,1336,Audiovisual,sob
341,1166,Audiovisual,pile
341,1000,Audiovisual,cot
341,1608,Audiovisual,rose
341,1318,Audiovisual,lied
341,1104,Audiovisual,shave
341,1197,Audiovisual,chin
341,1189,Audiovisual,juke
341,966,Audiovisual,teach
341,1127,Audiovisual,yolk
341,1074,Audiovisual,seem
341,1250,Audiovisual,cell
341,1169,Audiovisual,late
341,1268,Audiovisual,moon
341,1332,Audiovisual,sit
341,1295,Audiovisual,hiss
341,1290,Audiovisual,room
341,1049,Audiovisual,peeve
341,1053,Audiovisual,wipe
341,1002,Audiovisual,moot
341,1349,Audiovisual,mill
341,1264,Audiovisual,sash
341,1127,Audiovisual,hike
341,1061,Audiovisual,pet
341,826,Audiovisual,need
341,760,Audiovisual,not
341,855,Audiovisual,dire
341,1276,Audiovisual,half
341,1142,Audiovisual,give
341,1143,Audiovisual,cage
341,725,Audiovisual,beat
341,1189,Audiovisual,thine
341,1095,Audiovisual,pen
341,898,Audiovisual,rule
341,1263,Audiovisual,vice
341,1208,Audiovisual,gag
341,1144,Audiovisual,rash
341,1183,Audiovisual,peep
341,769,Audiovisual,shun
341,800,Audiovisual,gig
341,1315,Audiovisual,curl
341,1248,Audiovisual,folk
341,836,Audiovisual,wed
341,578,Audiovisual,luge
341,1021,Audiovisual,leaf
341,1446,Audiovisual,job
341,968,Audiovisual,perm
341,1025,Audiovisual,myth
341,985,Audiovisual,wick
341,851,Audiovisual,loud
341,747,Audiovisual,booze
341,825,Audiovisual,fad
341,921,Audiovisual,weep
341,731,Audiovisual,hut
341,1175,Audiovisual,cuff
341,982,Audiovisual,sown
341,1617,Audiovisual,thug
341,900,Audiovisual,nerve
341,1078,Audiovisual,yawn
341,1025,Audiovisual,calm
341,773,Audiovisual,cab
341,1171,Audiovisual,rake
341,1268,Audiovisual,song
341,883,Audiovisual,chase
341,988,Audiovisual,peace
341,999,Audiovisual,cone
341,941,Audiovisual,lad
341,998,Audiovisual,days
341,793,Audiovisual,tip
341,755,Audiovisual,chewed
341,614,Audiovisual,pool
341,625,Audiovisual,shade
341,663,Audiovisual,couch
341,1208,Audiovisual,shim
341,1094,Audiovisual,goal
341,911,Audiovisual,gal
341,649,Audiovisual,vague
341,1177,Audiovisual,gave
341,975,Audiovisual,dodge
341,1263,Audiovisual,top
341,1057,Audiovisual,lop
341,1040,Audiovisual,babe
341,1009,Audiovisual,wage
341,1054,Audiovisual,tag
341,1057,Audiovisual,fudge
341,644,Audiovisual,young
341,1125,Audiovisual,hive
341,1414,Audiovisual,rook
341,1292,Audiovisual,toil
341,1421,Audiovisual,rib
341,1180,Audiovisual,lone
341,680,Audiovisual,bear
341,1036,Audiovisual,sip
341,909,Audiovisual,doubt
341,838,Audiovisual,shown
341,781,Audiovisual,shed
341,855,Audiovisual,hip
341,1228,Audiovisual,dim
341,976,Audiovisual,dog
341,942,Audiovisual,pour
341,989,Audiovisual,jug
341,936,Audiovisual,hitch
341,751,Audiovisual,dull
341,732,Audiovisual,judge
341,1078,Audiovisual,gang
341,899,Audiovisual,budge
341,759,Audiovisual,these
341,604,Audiovisual,shut
341,1165,Audiovisual,bag
341,1115,Audiovisual,miss
341,1111,Audiovisual,curt
341,1012,Audiovisual,jewel
341,967,Audiovisual,louse
341,1075,Audiovisual,gall
341,1044,Audiovisual,bit
341,731,Audiovisual,burp
341,660,Audiovisual,czar
341,958,Audiovisual,men
341,992,Audiovisual,dip
341,940,Audiovisual,their
341,1194,Audiovisual,thatch
341,1039,Audiovisual,lime
341,858,Audiovisual,leg
341,972,Audiovisual,neat
341,1116,Audiovisual,verse
341,1104,Audiovisual,head
341,810,Audiovisual,doug
341,601,Audiovisual,vet
341,1118,Audiovisual,ran
341,1196,Audiovisual,base
341,1052,Audiovisual,gown
341,1037,Audiovisual,douse
341,1106,Audiovisual,get
341,685,Audiovisual,but
341,644,Audiovisual,load
341,1090,Audiovisual,death
341,1078,Audiovisual,fern
341,1287,Audiovisual,fed
341,1162,Audiovisual,shop
341,650,Audiovisual,goof
341,974,Audiovisual,tell
341,642,Audiovisual,fuzz
341,867,Audiovisual,peach
341,680,Audiovisual,booth
341,1211,Audiovisual,gnome
341,1065,Audiovisual,math
341,982,Audiovisual,use
341,1054,Audiovisual,pop
341,732,Audiovisual,foul
341,1008,Audiovisual,web
341,1087,Audiovisual,verge
341,883,Audiovisual,beg
341,1004,Audiovisual,vane
341,734,Audiovisual,home
341,523,Audiovisual,hack
341,644,Audiovisual,south
341,872,Audiovisual,jail
341,865,Audiovisual,bog
341,1093,Audiovisual,mud
341,922,Audiovisual,hat
341,929,Audiovisual,bus
341,1036,Audiovisual,ledge
341,1136,Audiovisual,tar
341,856,Audiovisual,lore
341,893,Audiovisual,ball
341,956,Audiovisual,rude
341,894,Audiovisual,fief
341,829,Audiovisual,rogue
341,1075,Audiovisual,set
341,1134,Audiovisual,dive
341,1084,Audiovisual,thin
341,785,Audiovisual,tote
341,1077,Audiovisual,catch
341,1224,Audiovisual,save
341,1141,Audiovisual,peace
341,1006,Audiovisual,veal
341,1020,Audiovisual,war
341,1071,Audiovisual,safe
341,1182,Audiovisual,fetch
341,1087,Audiovisual,tall
341,946,Audiovisual,bide
341,878,Audiovisual,pout
341,730,Audiovisual,let
341,725,Audiovisual,peak
341,672,Audiovisual,hear
341,963,Audiovisual,hush
341,827,Audiovisual,lob
341,878,Audiovisual,jar
341,922,Audiovisual,gob
341,901,Audiovisual,voice
341,873,Audiovisual,lug
341,914,Audiovisual,big
341,1188,Audiovisual,maim
341,1051,Audiovisual,rev
341,1191,Audiovisual,gab
341,887,Audiovisual,hid
341,566,Audiovisual,fight
341,565,Audiovisual,cup
341,926,Audiovisual,ghoul
341,1017,Audiovisual,pick
341,1151,Audiovisual,pan
341,947,Audiovisual,putt
341,869,Audiovisual,bud
341,1020,Audiovisual,ring
341,1020,Audiovisual,sing
341,1026,Audiovisual,shook
341,942,Audiovisual,sauce
341,1095,Audiovisual,worth
341,1137,Audiovisual,gnat
341,787,Audiovisual,dock
341,901,Audiovisual,hill
341,1128,Audiovisual,caught
341,959,Audiovisual,gem
341,781,Audiovisual,got
341,1128,Audiovisual,poise
341,746,Audiovisual,chair
341,1029,Audiovisual,moth
341,928,Audiovisual,yak
342,1529,Audiovisual,set
342,637,Audiovisual,gob
342,866,Audiovisual,ran
342,1267,Audiovisual,yam
342,1470,Audiovisual,lug
342,1734,Audiovisual,coat
342,2110,Audiovisual,pick
342,1058,Audiovisual,pup
342,1717,Audiovisual,hush
342,679,Audiovisual,ties
342,1740,Audiovisual,fetch
342,703,Audiovisual,gown
342,868,Audiovisual,jewel
342,1150,Audiovisual,veal
342,1485,Audiovisual,fuzz
342,1042,Audiovisual,maim
342,1988,Audiovisual,sing
342,1279,Audiovisual,cup
342,926,Audiovisual,bus
342,1218,Audiovisual,poise
342,1273,Audiovisual,south
342,1428,Audiovisual,hate
342,1813,Audiovisual,foul
342,866,Audiovisual,gall
342,1104,Audiovisual,vet
342,1905,Audiovisual,year
342,1388,Audiovisual,sauce
342,631,Audiovisual,gnat
342,911,Audiovisual,curt
342,1331,Audiovisual,bide
342,1094,Audiovisual,putt
342,1115,Audiovisual,goof
342,1440,Audiovisual,thin
